feature_id,feature_desc,feature_link
10090,modal verbs indicating possibility or likelihood,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10090
10091,names and terms associated with notable individuals and entities,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10091
10092,references to specific characters and their abilities within a fictional context,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10092
10093,references to any kind of group or collective entity,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10093
10094,technical terms and terminologies related to scientific or statistical methodologies,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10094
10095,"instances of ""bu"" and its variations in various contexts",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10095
10096,document structure markers or indicators of new sections,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10096
10097,headings and structural elements of the document,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10097
10098,"fields related to personal identification information, such as names and contact details",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10098
10099,negatives emphasizing the quality or nature of something being unfavorable,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10099
10100,phrases indicating personal opinions or feelings about situations,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10100
10101,instances of method declarations in code,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10101
10102,"instances of the word ""wrote"" and related writing actions",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10102
10103,"dates, specifically in the month of July",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10103
10104,references to configuration and settings within technical documentation or code,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10104
10105,references to Australian culture and literature,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10105
10106,elements or keywords related to confirmation and user account management processes,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10106
10107,references to attributes related to data structures and their properties,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10107
10108,questions and references to uncertainty or confusion,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10108
10109,references to the desires or needs of individuals,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10109
10110,technical terms related to mass spectrometry and chromatography,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10110
10111,terms related to political and social issues involving control and regulations,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10111
10112,"references to the concept of ""status quo.""",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10112
10113,terms and phrases related to environmental assessments and historical preservation,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10113
10114,expressions of gratitude,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10114
10115,the presence of existential phrases indicating existence or lack thereof,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10115
10116,"medical or healthcare-related terminology and concepts, particularly references to therapies and interventions",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10116
10117,discussions about religious identity and transitions between faiths,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10117
10118,intensifiers indicating a high degree of quality or quantity,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10118
10119,phrases and concepts related to the significance or irrelevance of various events and opinions,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10119
10120,evidence and assertions related to proving or demonstrating a point,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10120
10121,terms related to financial performance and market dynamics,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10121
10122,"references to cyber threats and attacks, particularly involving hackers and malicious organizations",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10122
10123,programming-related syntax and functions,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10123
10124,expressions of personal opinion and emotional response towards literature,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10124
10125,references to websites and contact information related to a company or service,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10125
10126,"references to the name ""Ros"" in various contexts",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10126
10127,phrases or commands related to leaving or exiting situations,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10127
10128,HTML tags and formatting elements in the text,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10128
10129,mathematical symbols and notations related to equations and inequalities,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10129
10130,references to childbirth and family milestones,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10130
10131,phrases expressing language fluency and competence.,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10131
10132,references to media coverage and its impact on public perception,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10132
10133,words related to scientific studies and processes.,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10133
10134,"terms related to social and economic policies, particularly those involving subsidies and their implications",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10134
10135,references to audio and music technology products,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10135
10136,keywords or phrases indicating a summary or conclusion,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10136
10137,references to salt in various contexts,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10137
10138,the presence of the beginning of a document or section indicator,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10138
10139,frequency of the pronoun 'you' in various contexts,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10139
10140,specific characters and symbols in varied languages and scripts,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10140
10141,elements related to health interventions and outcomes,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10141
10142,"instances of the word ""is"" in various contexts",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10142
10143,"the use of the word ""In"" and variations of it within a sentence or paragraph",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10143
10144,the opening of a text or a new section,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10144
10145,references to financial compensation and salary-related discussions,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10145
10146,specific HTML tags and their attributes typically associated with web development,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10146
10147,punctuation and sentence structure,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10147
10148,technical terms and references related to programming and computing,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10148
10149,structural elements and components in programming code,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10149
10150,specific numerical values or formatting cues in a structured data context,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10150
10151,specific technical terms and methodologies related to separation techniques and processes,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10151
10152,code related to database entity definitions and relationships,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10152
10153,numerical data and statistics,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10153
10154,specific programming commands and parameters related to functions and options in code,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10154
10155,references to online marketplaces and their features,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10155
10156,expressions of refusal or denial,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10156
10157,specific formatting and notation elements commonly used in mathematical expressions or programming syntax,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10157
10158,historical figures and events related to political power struggles,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10158
10159,references to emotional complexity and depth in literary descriptions,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10159
10160,terms related to environmental management and pollution reduction,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10160
10161,"instances of the word ""here"" and its variations or synonyms",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10161
10162,elements related to privacy and data security in a digital context,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10162
10163,"instances of the word ""echo"" related to output in programming contexts",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10163
10164,"occurrences of the word ""initial"" in various contexts",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10164
10165,empty or blank sections in the document,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10165
10166,"specific formatting sequences used in structured document layout, likely related to tables or matrix representations",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10166
10167,references to the coronavirus and the COVID-19 pandemic,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10167
10168,references to art and artists,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10168
10169,terms related to health funding and research support from organizations,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10169
10170,words related to health conditions and food items,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10170
10171,references to papaya or related varieties,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10171
10172,terms related to transport systems and mechanisms.,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10172
10173,terms related to betting odds and online gambling transactions,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10173
10174,patterns or codes related to data structures or object representations,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10174
10175,instances of silence and the emotional weight associated with it,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10175
10176,"programming-related terms, especially those associated with functions and attributes in web development",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10176
10177,"instances of the word ""for"" and its variations indicating duration or quantity",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10177
10178,"the phrase ""so-called""",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-res-16k/10178
